id,nb_sommets,nb_aretes,densite,instance_number,max_degree,min_degree,avg_degree,num_deg_one,count_triangles,total_triangles,fraction_closed_triangles,avg_count_triangles,max_count_triangles,min_count_triangles,avg_neighbor_deg,sum_neighbor_deg,degree_assortativity_coefficient,diameter,local_efficiency,avg_neighbor_clustering,avg_clustering_coefficient,is_acyclic,is_bipartite,is_connected,radius,matching_number,largest_eigenvalue,num_components,is_eularian,is_semi_eularian,g_is_planar,twin_free
39,200,594,0.029849246231155778,100,37,3,5.94,0,111,200,0.555,0.18686868686868688,42,0,10.845764755181804,196.38165384281643,-0.07136717060833098,5,0.09625742076690746,0.08109357758103122,0.08109357758103122,0,0,1,3,100,38.328473493359624,1,0,0,0,1
40,200,594,0.029849246231155778,11,48,3,5.94,0,158,200,0.79,0.265993265993266,57,0,13.144921655099289,228.46733931711563,-0.11687007654133719,5,0.15227454740838706,0.12700843110948748,0.12700843110948748,0,0,1,3,100,49.18796139410766,1,0,0,0,1
41,200,594,0.029849246231155778,12,47,3,5.94,0,123,200,0.615,0.20707070707070707,54,0,12.139926655438856,233.00816419295316,-0.11332377344475811,5,0.1102147747311604,0.09353996371251114,0.09353996371251114,0,0,1,3,100,48.16696006696653,1,0,0,0,1
42,200,594,0.029849246231155778,13,40,3,5.94,0,134,200,0.67,0.2255892255892256,43,0,12.328317575868759,236.3733502268882,-0.11777302123960742,5,0.12351098489092256,0.107106491233584,0.107106491233584,0,0,1,3,100,41.3208132015688,1,0,0,0,1
43,200,594,0.029849246231155778,14,43,3,5.94,0,114,200,0.57,0.1919191919191919,41,0,11.399216010838508,207.5996611869009,-0.09559964455922305,5,0.09116629993598303,0.07949702674878359,0.07949702674878359,0,0,1,3,100,44.21500602599924,1,0,0,0,1
44,200,594,0.029849246231155778,15,34,3,5.94,0,114,200,0.57,0.1919191919191919,35,0,10.965146719327201,191.25963859664773,-0.08464189924108903,5,0.09403317585259266,0.0753297348609442,0.0753297348609442,0,0,1,3,100,35.43444059495132,1,0,0,0,1
45,200,594,0.029849246231155778,16,33,3,5.94,0,113,200,0.565,0.19023569023569023,34,0,10.789024540702655,190.2630997488269,-0.06625992949531238,5,0.08601271577019926,0.07289741828299948,0.07289741828299948,0,0,1,3,100,35.082962407204604,1,0,0,0,1
46,200,594,0.029849246231155778,17,32,3,5.94,0,119,200,0.595,0.20033670033670034,34,0,10.656576063451551,198.6096821434437,-0.07290838637743852,5,0.1061871849834813,0.08992838469941443,0.08992838469941443,0,0,1,3,100,33.45865666823257,1,0,0,0,1
47,200,594,0.029849246231155778,18,34,3,5.94,0,103,200,0.515,0.1734006734006734,34,0,10.972862166557213,188.436545829142,-0.08428439859956093,5,0.08260585260768691,0.07365073516402389,0.07365073516402389,0,0,1,3,100,35.5453649509858,1,0,0,0,1
48,200,594,0.029849246231155778,19,44,3,5.94,0,136,200,0.68,0.22895622895622897,37,0,12.011585775774465,188.51017877966027,-0.13535241771542933,5,0.14240860874571123,0.11782428691089616,0.11782428691089616,0,0,1,3,100,45.173879215372864,1,0,0,0,1
49,200,594,0.029849246231155778,2,37,3,5.94,0,99,200,0.495,0.16666666666666666,33,0,11.377302201939877,211.31825829582465,-0.13206565025895323,5,0.0815853229495162,0.07004222026650254,0.07004222026650254,0,0,1,3,100,38.263511012295794,1,0,0,0,1
50,200,594,0.029849246231155778,20,54,3,5.94,0,132,200,0.66,0.2222222222222222,54,0,12.144231905784848,214.9426609961778,-0.08961671498755437,5,0.11598991327695496,0.09655253934459203,0.09655253934459203,0,0,1,3,100,55.12508042663168,1,0,0,0,1
51,200,594,0.029849246231155778,21,46,3,5.94,0,127,200,0.635,0.2138047138047138,46,0,12.236351122686001,206.62149079522024,-0.09269578224137663,5,0.10180296379657497,0.08329873492566991,0.08329873492566991,0,0,1,3,100,47.239303741815874,1,0,0,0,1
52,200,594,0.029849246231155778,22,41,3,5.94,0,135,200,0.675,0.22727272727272727,48,0,11.376268267155043,190.08582954990885,-0.08032150584239173,5,0.11277539711341335,0.09205283254732372,0.09205283254732372,0,0,1,3,100,42.255937540262565,1,0,0,0,1
53,200,594,0.029849246231155778,23,34,3,5.94,0,114,200,0.57,0.1919191919191919,26,0,11.334996758195253,223.42421152374803,-0.09688227889912439,5,0.10396815692378814,0.08757030035893215,0.08757030035893215,0,0,1,3,100,35.99622332725669,1,0,0,0,1
54,200,594,0.029849246231155778,24,44,3,5.94,0,122,200,0.61,0.2053872053872054,57,0,11.925176447706633,218.47937341747289,-0.09666517592632308,5,0.11392603173171277,0.0918307180492903,0.0918307180492903,0,0,1,3,100,45.242069551978624,1,0,0,0,1
55,200,594,0.029849246231155778,25,62,3,5.94,0,141,200,0.705,0.23737373737373738,82,0,12.135148661971472,230.03923752123404,-0.07591557023409083,5,0.11058513860814885,0.08723952323663958,0.08723952323663958,0,0,1,3,100,63.08958310007223,1,0,0,0,1
56,200,594,0.029849246231155778,26,32,3,5.94,0,124,200,0.62,0.20875420875420875,30,0,11.726140874122807,207.13849489768955,-0.114487266509682,5,0.1042284505122018,0.08550663460441486,0.08550663460441486,0,0,1,3,100,34.21081444647683,1,0,0,0,1
57,200,594,0.029849246231155778,27,41,3,5.94,0,120,200,0.6,0.20202020202020202,43,0,11.237833139031641,210.1905423342606,-0.0746777342379244,5,0.11843586297754265,0.09935289028039235,0.09935289028039235,0,0,1,3,100,42.2919944109477,1,0,0,0,1
58,200,594,0.029849246231155778,28,36,3,5.94,0,132,200,0.66,0.2222222222222222,44,0,12.02369325773674,191.67023264831903,-0.11934305926450631,5,0.14200287034913325,0.11876635315623252,0.11876635315623252,0,0,1,3,100,37.5573286821493,1,0,0,0,1
59,200,594,0.029849246231155778,29,46,3,5.94,0,132,200,0.66,0.2222222222222222,55,0,13.87519363543201,228.1107347517754,-0.15026196059959934,5,0.1320312514060449,0.11196863349676482,0.11196863349676482,0,0,1,3,100,47.377822375743705,1,0,0,0,1
60,200,594,0.029849246231155778,3,36,3,5.94,0,111,200,0.555,0.18686868686868688,32,0,10.780568467225455,192.90331032838407,-0.08513142069432668,5,0.0998875970564595,0.0840328550925487,0.0840328550925487,0,0,1,3,100,37.28130553110132,1,0,0,0,1
61,200,594,0.029849246231155778,30,30,3,5.94,0,121,200,0.605,0.2037037037037037,37,0,10.409336092773339,198.0765061629021,-0.0417432978791866,5,0.11175087701215665,0.09317795908842239,0.09317795908842239,0,0,1,3,100,31.755803583824246,1,0,0,0,1
62,200,594,0.029849246231155778,31,35,3,5.94,0,109,200,0.545,0.1835016835016835,34,0,10.989275607384256,210.00681999596011,-0.08599562032772036,5,0.09073652091625961,0.07773503338166428,0.07773503338166428,0,0,1,3,100,36.393321191094564,1,0,0,0,1
63,200,594,0.029849246231155778,32,37,3,5.94,0,120,200,0.6,0.20202020202020202,37,0,11.13205268560048,214.12073988029871,-0.07445603586629511,5,0.09751659842147321,0.08248006115850784,0.08248006115850784,0,0,1,3,100,38.680131394003034,1,0,0,0,1
64,200,594,0.029849246231155778,33,44,3,5.94,0,123,200,0.615,0.20707070707070707,53,0,11.986795110827424,215.89212196042692,-0.07848011897649391,5,0.1071844113777502,0.0902165752182312,0.0902165752182312,0,0,1,3,100,45.269069604268445,1,0,0,0,1
65,200,594,0.029849246231155778,34,42,3,5.94,0,132,200,0.66,0.2222222222222222,40,0,12.567944770545683,210.0412647309342,-0.1248989097292638,5,0.11994295644077468,0.10194697836757999,0.10194697836757999,0,0,1,3,100,43.37881603872276,1,0,0,0,1
66,200,594,0.029849246231155778,35,44,3,5.94,0,132,200,0.66,0.2222222222222222,46,0,12.487542095645038,198.63154131457435,-0.11243388490784345,5,0.12327212656415036,0.10560054396814601,0.10560054396814601,0,0,1,3,100,45.26724274812457,1,0,0,0,1
67,200,594,0.029849246231155778,36,38,3,5.94,0,125,200,0.625,0.21043771043771045,41,0,11.374948121213997,203.51338444945443,-0.09683920678093065,5,0.11417856194906383,0.09363147316239546,0.09363147316239546,0,0,1,3,100,39.399552867949055,1,0,0,0,1
68,200,594,0.029849246231155778,37,38,3,5.94,0,132,200,0.66,0.2222222222222222,50,0,11.939899235092224,189.4008857586768,-0.09554380017317692,5,0.10363342315346574,0.08679010846632551,0.08679010846632551,0,0,1,3,100,39.924406187714595,1,0,0,0,1
69,200,594,0.029849246231155778,38,42,3,5.94,0,132,200,0.66,0.2222222222222222,56,0,12.0045907815224,221.42641760250783,-0.08927508567712078,5,0.11176993738576249,0.08984142508825706,0.08984142508825706,0,0,1,3,100,43.33716030275325,1,0,0,0,1
70,200,594,0.029849246231155778,39,46,3,5.94,0,139,200,0.695,0.234006734006734,58,0,12.035250993849964,227.31668143647946,-0.08738609546443846,5,0.1266221459187621,0.10081514449649054,0.10081514449649054,0,0,1,3,100,47.201995543122734,1,0,0,0,1
71,200,594,0.029849246231155778,4,34,3,5.94,0,125,200,0.625,0.21043771043771045,33,0,11.61621617969525,209.76330716068583,-0.11422300571286902,5,0.1083300160738911,0.09124779931485338,0.09124779931485338,0,0,1,3,100,35.66898433228141,1,0,0,0,1
72,200,594,0.029849246231155778,40,42,3,5.94,0,135,200,0.675,0.22727272727272727,37,0,12.519814170071513,236.19669704669488,-0.12989084239408283,5,0.1327339700623426,0.11141964234440022,0.11141964234440022,0,0,1,3,100,43.60027247840548,1,0,0,0,1
73,200,594,0.029849246231155778,41,42,3,5.94,0,133,200,0.665,0.2239057239057239,49,0,12.791822970586582,203.3818111742958,-0.1269600230043693,5,0.1337774512245986,0.11182931664429567,0.11182931664429567,0,0,1,3,100,43.351756367970644,1,0,0,0,1
74,200,594,0.029849246231155778,42,45,3,5.94,0,121,200,0.605,0.2037037037037037,49,0,11.65682809634242,214.70275531365547,-0.08791175201047818,5,0.09278435015357349,0.0785024357873607,0.0785024357873607,0,0,1,3,100,46.20549863740433,1,0,0,0,1
75,200,594,0.029849246231155778,43,45,3,5.94,0,130,200,0.65,0.21885521885521886,50,0,12.073364212227004,217.58874017238608,-0.11317247284450238,5,0.12616613442815955,0.10713988434841394,0.10713988434841394,0,0,1,3,100,46.17951957658226,1,0,0,0,1
76,200,594,0.029849246231155778,44,38,3,5.94,0,134,200,0.67,0.2255892255892256,42,0,11.314816557569094,208.57277735912479,-0.07989057489821474,5,0.1183227168878417,0.09833639728276751,0.09833639728276751,0,0,1,3,100,39.380438764317276,1,0,0,0,1
77,200,594,0.029849246231155778,45,32,3,5.94,0,102,200,0.51,0.1717171717171717,30,0,10.52584223766193,207.743879431372,-0.06995685198702714,5,0.07604011131289001,0.06356847769847107,0.06356847769847107,0,0,1,3,100,33.43735078059174,1,0,0,0,1
78,200,594,0.029849246231155778,46,37,3,5.94,0,135,200,0.675,0.22727272727272727,38,0,12.632109889180454,231.9783751347084,-0.13554536549543134,5,0.14145672346212834,0.11969020793446378,0.11969020793446378,0,0,1,3,100,38.769982965541224,1,0,0,0,1
79,200,594,0.029849246231155778,47,55,3,5.94,0,150,200,0.75,0.25252525252525254,63,0,12.06781691301428,208.3676261641027,-0.08299253336319311,5,0.13562295909265723,0.111025371314458,0.111025371314458,0,0,1,3,100,56.11359502369763,1,0,0,0,1
80,200,594,0.029849246231155778,48,32,3,5.94,0,117,200,0.585,0.19696969696969696,31,0,11.029008840497829,213.6817084902447,-0.08482590466101375,5,0.10673966026961745,0.09316244371224254,0.09316244371224254,0,0,1,3,100,34.036578079248066,1,0,0,0,1
81,200,594,0.029849246231155778,49,42,3,5.94,0,115,200,0.575,0.1936026936026936,38,0,12.181720520924666,230.72834123627393,-0.11453921229823032,5,0.10645589911328056,0.091495053954491,0.091495053954491,0,0,1,3,100,43.361183595967844,1,0,0,0,1
82,200,594,0.029849246231155778,5,44,3,5.94,0,132,200,0.66,0.2222222222222222,58,0,12.68494895962261,215.39808092456076,-0.11475649694539922,5,0.11500728393332027,0.09635477123975215,0.09635477123975215,0,0,1,3,100,45.81602991171045,1,0,0,0,1
83,200,594,0.029849246231155778,50,40,3,5.94,0,128,200,0.64,0.21548821548821548,45,0,11.883286641961643,192.75315506210242,-0.11255097696452364,5,0.12405564987624476,0.10534197061425322,0.10534197061425322,0,0,1,3,100,41.3473501384732,1,0,0,0,1
84,200,594,0.029849246231155778,51,42,3,5.94,0,138,200,0.69,0.23232323232323232,44,0,12.995267657999054,221.0832107427233,-0.14108069323534544,5,0.1353327775895787,0.11377646523846793,0.11377646523846793,0,0,1,3,100,43.88801640526731,1,0,0,0,1
85,200,594,0.029849246231155778,52,35,3,5.94,0,117,200,0.585,0.19696969696969696,31,0,11.067308029342842,218.9051044029392,-0.08540338426255215,5,0.11478054685613887,0.09830849973647673,0.09830849973647673,0,0,1,3,100,36.455989029120815,1,0,0,0,1
86,200,594,0.029849246231155778,53,35,3,5.94,0,114,200,0.57,0.1919191919191919,44,0,11.461498504055905,210.15855086635486,-0.08172106208096094,5,0.08543229385050066,0.07100627812385729,0.07100627812385729,0,0,1,3,100,36.472650525050994,1,0,0,0,1
87,200,594,0.029849246231155778,54,45,3,5.94,0,152,200,0.76,0.2558922558922559,58,0,12.400635448682644,195.46377360909509,-0.09173440409665512,5,0.14162255229151513,0.11489978197517077,0.11489978197517077,0,0,1,3,100,46.38452884057454,1,0,0,0,1
88,200,594,0.029849246231155778,55,40,3,5.94,0,136,200,0.68,0.22895622895622897,46,0,11.713583305926958,217.2132088193297,-0.0828762624713203,5,0.11723020927922984,0.10076838596763193,0.10076838596763193,0,0,1,3,100,41.50726176787787,1,0,0,0,1
89,200,594,0.029849246231155778,56,34,3,5.94,0,98,200,0.49,0.16498316498316498,30,0,10.579456320010829,197.64602088567258,-0.04078548219569034,5,0.06472743733766077,0.05572076581040488,0.05572076581040488,0,0,1,3,100,35.71260845156705,1,0,0,0,1
90,200,594,0.029849246231155778,57,44,3,5.94,0,113,200,0.565,0.19023569023569023,42,0,11.33913110687952,195.9955799580636,-0.09808837656981319,5,0.09615777648046149,0.08011902594628943,0.08011902594628943,0,0,1,3,100,45.191528848569845,1,0,0,0,1
91,200,594,0.029849246231155778,58,37,3,5.94,0,124,200,0.62,0.20875420875420875,37,0,11.65381647937861,209.3257675473496,-0.09982026643243454,5,0.11191961506002462,0.0938229240179667,0.0938229240179667,0,0,1,3,100,38.423465849752425,1,0,0,0,1
92,200,594,0.029849246231155778,59,48,3,5.94,0,139,200,0.695,0.234006734006734,60,0,12.486696258602509,229.33472560521292,-0.11167725482402996,5,0.13044566992169437,0.11262941376044208,0.11262941376044208,0,0,1,3,100,49.168737627904775,1,0,0,0,1
93,200,594,0.029849246231155778,6,45,3,5.94,0,138,200,0.69,0.23232323232323232,54,0,12.644614033611317,216.8188866719146,-0.10938498630796906,5,0.13803864838129176,0.11652046104660857,0.11652046104660857,0,0,1,3,100,46.29509958105395,1,0,0,0,1
94,200,594,0.029849246231155778,60,44,3,5.94,0,143,200,0.715,0.24074074074074073,50,0,12.313748916949285,209.28391112554715,-0.10492337721506137,5,0.13002341798855135,0.10795075510274821,0.10795075510274821,0,0,1,3,100,45.319320910550275,1,0,0,0,1
95,200,594,0.029849246231155778,61,36,3,5.94,0,121,200,0.605,0.2037037037037037,45,0,10.687589145331792,212.98259107109453,-0.04937182872114889,5,0.09139672829137972,0.074492840554313,0.074492840554313,0,0,1,3,100,37.38972904821772,1,0,0,0,1
96,200,594,0.029849246231155778,62,45,3,5.94,0,125,200,0.625,0.21043771043771045,55,0,11.999680096692094,213.92753030289666,-0.08461970720619262,5,0.11696908143357135,0.09779195220373431,0.09779195220373431,0,0,1,3,100,46.43168002245376,1,0,0,0,1
97,200,594,0.029849246231155778,63,35,3,5.94,0,107,200,0.535,0.18013468013468015,39,0,11.239293695336292,204.74486422594651,-0.09355423675500668,5,0.07804725242236184,0.06468040602328527,0.06468040602328527,0,0,1,3,100,36.37608879747637,1,0,0,0,1
98,200,594,0.029849246231155778,64,35,3,5.94,0,118,200,0.59,0.19865319865319866,41,0,11.198123141784656,218.74637877808428,-0.06557961195751154,5,0.08954809333392959,0.07972145233662438,0.07972145233662438,0,0,1,3,100,36.43889199141747,1,0,0,0,1
99,200,594,0.029849246231155778,65,42,3,5.94,0,133,200,0.665,0.2239057239057239,51,0,11.507890751914308,195.93704582610223,-0.07529513913755664,5,0.1171843432422138,0.10015132387067904,0.10015132387067904,0,0,1,3,100,43.25444393102386,1,0,0,0,0
